,sales_date,store,id,product_type,next_sale
26,2022-01-02 12:00:00,Lewisham,40,Liquid ,2022-01-02 13:00:00
27,2022-01-02 13:00:00,Lewisham,21,Liquid ,2022-01-02 13:00:00
28,2022-01-02 13:00:00,Lewisham,22,Liquid ,2022-01-02 13:00:00
29,2022-01-02 13:00:00,Lewisham,23,Liquid ,2022-01-02 13:00:00
30,2022-01-02 13:00:00,Lewisham,34,Liquid ,2022-01-02 13:00:00
31,2022-01-02 13:00:00,Lewisham,41,Bar ,2022-01-02 13:00:00
32,2022-01-02 13:00:00,Lewisham,42,Liquid ,2022-01-02 14:00:00
33,2022-01-02 14:00:00,Lewisham,24,Liquid ,2022-01-02 14:00:00
34,2022-01-02 14:00:00,Lewisham,25,Liquid ,2022-01-02 14:00:00
35,2022-01-02 14:00:00,Lewisham,35,Liquid ,2022-01-02 14:00:00
36,2022-01-02 14:00:00,Lewisham,43,Bar ,2022-01-02 15:00:00
37,2022-01-02 15:00:00,Lewisham,26,Liquid ,2022-01-02 15:00:00
38,2022-01-02 15:00:00,Lewisham,36,Liquid ,2022-01-02 15:00:00
39,2022-01-02 15:00:00,Lewisham,44,Bar ,2022-01-02 16:00:00
40,2022-01-02 16:00:00,Lewisham,27,Liquid ,2022-01-02 16:00:00
41,2022-01-02 16:00:00,Lewisham,28,Bar ,2022-01-02 16:00:00
42,2022-01-02 16:00:00,Lewisham,37,Bar ,2022-01-02 17:00:00
43,2022-01-02 17:00:00,Lewisham,29,Liquid ,2022-01-03 09:00:00
44,2022-01-03 09:00:00,Lewisham,54,Bar ,2022-01-03 09:00:00
45,2022-01-03 09:00:00,Lewisham,55,Liquid ,2022-01-03 09:00:00
46,2022-01-03 09:00:00,Lewisham,56,Liquid ,2022-01-03 10:00:00
47,2022-01-03 10:00:00,Lewisham,45,Liquid ,2022-01-03 10:00:00
48,2022-01-03 10:00:00,Lewisham,64,Liquid ,2022-01-03 10:00:00
49,2022-01-03 10:00:00,Lewisham,65,Liquid ,2022-01-03 11:00:00
50,2022-01-03 11:00:00,Lewisham,46,Liquid ,2022-01-03 11:00:00
51,2022-01-03 11:00:00,Lewisham,57,Liquid ,2022-01-03 11:00:00
52,2022-01-03 11:00:00,Lewisham,58,Liquid ,2022-01-03 12:00:00
53,2022-01-03 12:00:00,Lewisham,47,Bar ,2022-01-03 12:00:00
54,2022-01-03 12:00:00,Lewisham,59,Liquid ,2022-01-03 12:00:00
55,2022-01-03 12:00:00,Lewisham,66,Liquid ,2022-01-03 13:00:00
56,2022-01-03 13:00:00,Lewisham,48,Liquid ,2022-01-03 13:00:00
57,2022-01-03 13:00:00,Lewisham,60,Liquid ,2022-01-03 13:00:00
58,2022-01-03 13:00:00,Lewisham,67,Liquid ,2022-01-03 14:00:00
59,2022-01-03 14:00:00,Lewisham,49,Liquid ,2022-01-03 14:00:00
60,2022-01-03 14:00:00,Lewisham,68,Liquid ,2022-01-03 15:00:00
61,2022-01-03 15:00:00,Lewisham,50,Liquid ,2022-01-03 15:00:00
62,2022-01-03 15:00:00,Lewisham,51,Liquid ,2022-01-03 15:00:00
63,2022-01-03 15:00:00,Lewisham,61,Bar ,2022-01-03 16:00:00
64,2022-01-03 16:00:00,Lewisham,52,Liquid ,2022-01-03 16:00:00
65,2022-01-03 16:00:00,Lewisham,62,Liquid ,2022-01-03 17:00:00
66,2022-01-03 17:00:00,Lewisham,53,Liquid ,2022-01-03 17:00:00
67,2022-01-03 17:00:00,Lewisham,63,Liquid ,2022-01-04 09:00:00
68,2022-01-04 09:00:00,Lewisham,69,Liquid ,2022-01-04 09:00:00
69,2022-01-04 09:00:00,Lewisham,70,Bar ,2022-01-04 09:00:00
70,2022-01-04 09:00:00,Lewisham,71,Liquid ,2022-01-04 09:00:00
71,2022-01-04 09:00:00,Lewisham,81,Liquid ,2022-01-04 09:00:00
72,2022-01-04 09:00:00,Lewisham,82,Bar ,2022-01-04 09:00:00
73,2022-01-04 09:00:00,Lewisham,83,Liquid ,2022-01-04 10:00:00
74,2022-01-04 10:00:00,Lewisham,84,Bar ,2022-01-04 10:00:00
75,2022-01-04 10:00:00,Lewisham,95,Liquid ,2022-01-04 11:00:00
76,2022-01-04 11:00:00,Lewisham,72,Liquid ,2022-01-04 11:00:00
77,2022-01-04 11:00:00,Lewisham,73,Liquid ,2022-01-04 11:00:00
78,2022-01-04 11:00:00,Lewisham,85,Liquid ,2022-01-04 11:00:00
79,2022-01-04 11:00:00,Lewisham,86,Liquid ,2022-01-04 11:00:00
80,2022-01-04 11:00:00,Lewisham,96,Liquid ,2022-01-04 12:00:00
81,2022-01-04 12:00:00,Lewisham,74,Liquid ,2022-01-04 12:00:00
82,2022-01-04 12:00:00,Lewisham,75,Liquid ,2022-01-04 12:00:00
83,2022-01-04 12:00:00,Lewisham,87,Bar ,2022-01-04 12:00:00
84,2022-01-04 12:00:00,Lewisham,88,Liquid ,2022-01-04 12:00:00
85,2022-01-04 12:00:00,Lewisham,97,Liquid ,2022-01-04 12:00:00
86,2022-01-04 12:00:00,Lewisham,98,Liquid ,2022-01-04 12:00:00
87,2022-01-04 12:00:00,Lewisham,99,Bar ,2022-01-04 13:00:00
88,2022-01-04 13:00:00,Lewisham,76,Liquid ,2022-01-04 13:00:00
89,2022-01-04 13:00:00,Lewisham,100,Liquid ,2022-01-04 14:00:00
90,2022-01-04 14:00:00,Lewisham,77,Bar ,2022-01-04 14:00:00
91,2022-01-04 14:00:00,Lewisham,89,Liquid ,2022-01-04 14:00:00
92,2022-01-04 14:00:00,Lewisham,90,Liquid ,2022-01-04 14:00:00
93,2022-01-04 14:00:00,Lewisham,101,Liquid ,2022-01-04 15:00:00
94,2022-01-04 15:00:00,Lewisham,78,Bar ,2022-01-04 15:00:00
95,2022-01-04 15:00:00,Lewisham,79,Liquid ,2022-01-04 15:00:00
96,2022-01-04 15:00:00,Lewisham,91,Bar ,2022-01-04 15:00:00
97,2022-01-04 15:00:00,Lewisham,102,Liquid ,2022-01-04 15:00:00
98,2022-01-04 15:00:00,Lewisham,103,Liquid ,2022-01-04 16:00:00
99,2022-01-04 16:00:00,Lewisham,80,Bar ,2022-01-04 16:00:00
100,2022-01-04 16:00:00,Lewisham,92,Liquid ,2022-01-04 16:00:00
101,2022-01-04 16:00:00,Lewisham,93,Liquid ,2022-01-04 17:00:00
102,2022-01-04 17:00:00,Lewisham,94,Liquid ,2022-01-05 09:00:00
103,2022-01-05 09:00:00,Lewisham,104,Bar ,2022-01-05 09:00:00
104,2022-01-05 09:00:00,Lewisham,105,Liquid ,2022-01-05 09:00:00
105,2022-01-05 09:00:00,Lewisham,117,Liquid ,2022-01-05 09:00:00
106,2022-01-05 09:00:00,Lewisham,118,Liquid ,2022-01-05 09:00:00
107,2022-01-05 09:00:00,Lewisham,119,Liquid ,2022-01-05 09:00:00
108,2022-01-05 09:00:00,Lewisham,120,Liquid ,2022-01-05 10:00:00
109,2022-01-05 10:00:00,Lewisham,128,Bar ,2022-01-05 11:00:00
110,2022-01-05 11:00:00,Lewisham,106,Bar ,2022-01-05 11:00:00
111,2022-01-05 11:00:00,Lewisham,121,Bar ,2022-01-05 11:00:00
112,2022-01-05 11:00:00,Lewisham,122,Bar ,2022-01-05 11:00:00
113,2022-01-05 11:00:00,Lewisham,129,Liquid ,2022-01-05 11:00:00
114,2022-01-05 11:00:00,Lewisham,130,Bar ,2022-01-05 12:00:00
115,2022-01-05 12:00:00,Lewisham,107,Liquid ,2022-01-05 12:00:00
116,2022-01-05 12:00:00,Lewisham,108,Liquid ,2022-01-05 12:00:00
117,2022-01-05 12:00:00,Lewisham,109,Bar ,2022-01-05 12:00:00
118,2022-01-05 12:00:00,Lewisham,123,Liquid ,2022-01-05 13:00:00
119,2022-01-05 13:00:00,Lewisham,131,Liquid ,2022-01-05 13:00:00
120,2022-01-05 13:00:00,Lewisham,132,Liquid ,2022-01-05 14:00:00
121,2022-01-05 14:00:00,Lewisham,110,Bar ,2022-01-05 14:00:00
122,2022-01-05 14:00:00,Lewisham,111,Bar ,2022-01-05 14:00:00
123,2022-01-05 14:00:00,Lewisham,112,Liquid ,2022-01-05 14:00:00
124,2022-01-05 14:00:00,Lewisham,124,Liquid ,2022-01-05 15:00:00
125,2022-01-05 15:00:00,Lewisham,113,Liquid ,2022-01-05 15:00:00
126,2022-01-05 15:00:00,Lewisham,125,Liquid ,2022-01-05 15:00:00
127,2022-01-05 15:00:00,Lewisham,133,Bar ,2022-01-05 16:00:00
128,2022-01-05 16:00:00,Lewisham,114,Liquid ,2022-01-05 16:00:00
129,2022-01-05 16:00:00,Lewisham,115,Liquid ,2022-01-05 16:00:00
130,2022-01-05 16:00:00,Lewisham,126,Liquid ,2022-01-05 16:00:00
131,2022-01-05 16:00:00,Lewisham,127,Liquid ,2022-01-05 17:00:00
132,2022-01-05 17:00:00,Lewisham,116,Liquid ,2022-01-06 09:00:00
133,2022-01-06 09:00:00,Lewisham,134,Bar ,2022-01-06 09:00:00
134,2022-01-06 09:00:00,Lewisham,145,Liquid ,2022-01-06 10:00:00
135,2022-01-06 10:00:00,Lewisham,146,Liquid ,2022-01-06 10:00:00
136,2022-01-06 10:00:00,Lewisham,157,Liquid ,2022-01-06 11:00:00
137,2022-01-06 11:00:00,Lewisham,135,Liquid ,2022-01-06 11:00:00
138,2022-01-06 11:00:00,Lewisham,147,Liquid ,2022-01-06 11:00:00
139,2022-01-06 11:00:00,Lewisham,148,Liquid ,2022-01-06 11:00:00
140,2022-01-06 11:00:00,Lewisham,149,Liquid ,2022-01-06 11:00:00
141,2022-01-06 11:00:00,Lewisham,158,Bar ,2022-01-06 12:00:00
142,2022-01-06 12:00:00,Lewisham,136,Bar ,2022-01-06 12:00:00
143,2022-01-06 12:00:00,Lewisham,159,Liquid ,2022-01-06 13:00:00
144,2022-01-06 13:00:00,Lewisham,137,Liquid ,2022-01-06 13:00:00
145,2022-01-06 13:00:00,Lewisham,138,Bar ,2022-01-06 13:00:00
146,2022-01-06 13:00:00,Lewisham,139,Bar ,2022-01-06 13:00:00
147,2022-01-06 13:00:00,Lewisham,150,Liquid ,2022-01-06 13:00:00
148,2022-01-06 13:00:00,Lewisham,160,Bar ,2022-01-06 14:00:00
149,2022-01-06 14:00:00,Lewisham,151,Liquid ,2022-01-06 14:00:00
150,2022-01-06 14:00:00,Lewisham,152,Liquid ,2022-01-06 14:00:00
151,2022-01-06 14:00:00,Lewisham,161,Liquid ,2022-01-06 14:00:00
152,2022-01-06 14:00:00,Lewisham,162,Liquid ,2022-01-06 15:00:00
153,2022-01-06 15:00:00,Lewisham,140,Liquid ,2022-01-06 15:00:00
154,2022-01-06 15:00:00,Lewisham,141,Liquid ,2022-01-06 15:00:00
155,2022-01-06 15:00:00,Lewisham,153,Bar ,2022-01-06 15:00:00
156,2022-01-06 15:00:00,Lewisham,163,Bar ,2022-01-06 15:00:00
157,2022-01-06 15:00:00,Lewisham,164,Liquid ,2022-01-06 16:00:00
158,2022-01-06 16:00:00,Lewisham,142,Bar ,2022-01-06 16:00:00
159,2022-01-06 16:00:00,Lewisham,154,Liquid ,2022-01-06 17:00:00
160,2022-01-06 17:00:00,Lewisham,143,Liquid ,2022-01-06 17:00:00
161,2022-01-06 17:00:00,Lewisham,144,Liquid ,2022-01-06 17:00:00
162,2022-01-06 17:00:00,Lewisham,155,Bar ,2022-01-06 17:00:00
163,2022-01-06 17:00:00,Lewisham,156,Liquid ,2022-01-07 09:00:00
164,2022-01-07 09:00:00,Lewisham,165,Liquid ,2022-01-07 09:00:00
165,2022-01-07 09:00:00,Lewisham,173,Bar ,2022-01-07 09:00:00
166,2022-01-07 09:00:00,Lewisham,174,Liquid ,2022-01-07 10:00:00
167,2022-01-07 10:00:00,Lewisham,166,Bar ,2022-01-07 10:00:00
168,2022-01-07 10:00:00,Lewisham,175,Bar ,2022-01-07 10:00:00
169,2022-01-07 10:00:00,Lewisham,176,Bar ,2022-01-07 10:00:00
170,2022-01-07 10:00:00,Lewisham,185,Liquid ,2022-01-07 10:00:00
171,2022-01-07 10:00:00,Lewisham,186,Liquid ,2022-01-07 11:00:00
172,2022-01-07 11:00:00,Lewisham,177,Liquid ,2022-01-07 11:00:00
173,2022-01-07 11:00:00,Lewisham,187,Bar ,2022-01-07 12:00:00
174,2022-01-07 12:00:00,Lewisham,167,Liquid ,2022-01-07 12:00:00
175,2022-01-07 12:00:00,Lewisham,178,Liquid ,2022-01-07 12:00:00
176,2022-01-07 12:00:00,Lewisham,188,Bar ,2022-01-07 13:00:00
177,2022-01-07 13:00:00,Lewisham,168,Liquid ,2022-01-07 13:00:00
178,2022-01-07 13:00:00,Lewisham,179,Liquid ,2022-01-07 13:00:00
179,2022-01-07 13:00:00,Lewisham,189,Liquid ,2022-01-07 14:00:00
180,2022-01-07 14:00:00,Lewisham,169,Liquid ,2022-01-07 14:00:00
181,2022-01-07 14:00:00,Lewisham,170,Liquid ,2022-01-07 14:00:00
182,2022-01-07 14:00:00,Lewisham,180,Bar ,2022-01-07 15:00:00
183,2022-01-07 15:00:00,Lewisham,171,Liquid ,2022-01-07 15:00:00
184,2022-01-07 15:00:00,Lewisham,181,Liquid ,2022-01-07 15:00:00
185,2022-01-07 15:00:00,Lewisham,190,Liquid ,2022-01-07 15:00:00
186,2022-01-07 15:00:00,Lewisham,191,Liquid ,2022-01-07 16:00:00
187,2022-01-07 16:00:00,Lewisham,182,Liquid ,2022-01-07 16:00:00
188,2022-01-07 16:00:00,Lewisham,183,Liquid ,2022-01-07 17:00:00
189,2022-01-07 17:00:00,Lewisham,172,Liquid ,2022-01-07 17:00:00
190,2022-01-07 17:00:00,Lewisham,184,Liquid ,2022-01-08 10:00:00
191,2022-01-08 10:00:00,Lewisham,192,Bar ,2022-01-08 10:00:00
192,2022-01-08 10:00:00,Lewisham,200,Liquid ,2022-01-08 10:00:00
193,2022-01-08 10:00:00,Lewisham,210,Liquid ,2022-01-08 11:00:00
194,2022-01-08 11:00:00,Lewisham,193,Bar ,2022-01-08 11:00:00
195,2022-01-08 11:00:00,Lewisham,194,Bar ,2022-01-08 11:00:00
196,2022-01-08 11:00:00,Lewisham,201,Liquid ,2022-01-08 11:00:00
197,2022-01-08 11:00:00,Lewisham,211,Liquid ,2022-01-08 12:00:00
198,2022-01-08 12:00:00,Lewisham,195,Liquid ,2022-01-08 12:00:00
199,2022-01-08 12:00:00,Lewisham,202,Bar ,2022-01-08 12:00:00
200,2022-01-08 12:00:00,Lewisham,203,Liquid ,2022-01-08 13:00:00
201,2022-01-08 13:00:00,Lewisham,204,Liquid ,2022-01-08 13:00:00
202,2022-01-08 13:00:00,Lewisham,212,Bar ,2022-01-08 13:00:00
203,2022-01-08 13:00:00,Lewisham,213,Liquid ,2022-01-08 14:00:00
204,2022-01-08 14:00:00,Lewisham,196,Liquid ,2022-01-08 14:00:00
205,2022-01-08 14:00:00,Lewisham,205,Bar ,2022-01-08 14:00:00
206,2022-01-08 14:00:00,Lewisham,214,Bar ,2022-01-08 15:00:00
207,2022-01-08 15:00:00,Lewisham,197,Liquid ,2022-01-08 15:00:00
208,2022-01-08 15:00:00,Lewisham,206,Liquid ,2022-01-08 15:00:00
209,2022-01-08 15:00:00,Lewisham,207,Bar ,2022-01-08 15:00:00
210,2022-01-08 15:00:00,Lewisham,215,Bar ,2022-01-08 15:00:00
211,2022-01-08 15:00:00,Lewisham,216,Liquid ,2022-01-08 16:00:00
212,2022-01-08 16:00:00,Lewisham,208,Liquid ,2022-01-08 17:00:00
213,2022-01-08 17:00:00,Lewisham,198,Liquid ,2022-01-08 17:00:00
214,2022-01-08 17:00:00,Lewisham,199,Liquid ,2022-01-08 17:00:00
215,2022-01-08 17:00:00,Lewisham,209,Bar ,2022-01-09 09:00:00
216,2022-01-09 09:00:00,Lewisham,217,Liquid ,2022-01-09 09:00:00
217,2022-01-09 09:00:00,Lewisham,230,Liquid ,2022-01-09 10:00:00
218,2022-01-09 10:00:00,Lewisham,218,Bar ,2022-01-09 10:00:00
219,2022-01-09 10:00:00,Lewisham,231,Bar ,2022-01-09 11:00:00
220,2022-01-09 11:00:00,Lewisham,219,Liquid ,2022-01-09 11:00:00
221,2022-01-09 11:00:00,Lewisham,240,Liquid ,2022-01-09 12:00:00
222,2022-01-09 12:00:00,Lewisham,220,Liquid ,2022-01-09 12:00:00
223,2022-01-09 12:00:00,Lewisham,221,Liquid ,2022-01-09 12:00:00
224,2022-01-09 12:00:00,Lewisham,222,Liquid ,2022-01-09 12:00:00
225,2022-01-09 12:00:00,Lewisham,232,Liquid ,2022-01-09 12:00:00
226,2022-01-09 12:00:00,Lewisham,241,Bar ,2022-01-09 12:00:00
227,2022-01-09 12:00:00,Lewisham,242,Bar ,2022-01-09 13:00:00
228,2022-01-09 13:00:00,Lewisham,223,Liquid ,2022-01-09 13:00:00
229,2022-01-09 13:00:00,Lewisham,224,Liquid ,2022-01-09 13:00:00
230,2022-01-09 13:00:00,Lewisham,233,Bar ,2022-01-09 13:00:00
231,2022-01-09 13:00:00,Lewisham,234,Liquid ,2022-01-09 14:00:00
232,2022-01-09 14:00:00,Lewisham,225,Bar ,2022-01-09 14:00:00
233,2022-01-09 14:00:00,Lewisham,235,Liquid ,2022-01-09 14:00:00
234,2022-01-09 14:00:00,Lewisham,243,Liquid ,2022-01-09 15:00:00
235,2022-01-09 15:00:00,Lewisham,226,Bar ,2022-01-09 15:00:00
236,2022-01-09 15:00:00,Lewisham,236,Liquid ,2022-01-09 15:00:00
237,2022-01-09 15:00:00,Lewisham,244,Liquid ,2022-01-09 16:00:00
238,2022-01-09 16:00:00,Lewisham,227,Liquid ,2022-01-09 16:00:00
239,2022-01-09 16:00:00,Lewisham,228,Bar ,2022-01-09 16:00:00
240,2022-01-09 16:00:00,Lewisham,237,Liquid ,2022-01-09 17:00:00
241,2022-01-09 17:00:00,Lewisham,229,Liquid ,2022-01-09 17:00:00
242,2022-01-09 17:00:00,Lewisham,238,Bar ,2022-01-09 17:00:00
243,2022-01-09 17:00:00,Lewisham,239,Liquid ,2022-01-10 09:00:00
244,2022-01-10 09:00:00,Lewisham,245,Liquid ,2022-01-10 10:00:00
245,2022-01-10 10:00:00,Lewisham,246,Liquid ,2022-01-10 10:00:00
246,2022-01-10 10:00:00,Lewisham,247,Liquid ,2022-01-10 10:00:00
247,2022-01-10 10:00:00,Lewisham,248,Liquid ,2022-01-10 10:00:00
248,2022-01-10 10:00:00,Lewisham,258,Liquid ,2022-01-10 10:00:00
249,2022-01-10 10:00:00,Lewisham,259,Liquid ,2022-01-10 10:00:00
250,2022-01-10 10:00:00,Lewisham,260,Liquid ,2022-01-10 10:00:00
251,2022-01-10 10:00:00,Lewisham,268,Liquid ,2022-01-10 11:00:00
252,2022-01-10 11:00:00,Lewisham,249,Liquid ,2022-01-10 11:00:00
253,2022-01-10 11:00:00,Lewisham,250,Bar ,2022-01-10 11:00:00
254,2022-01-10 11:00:00,Lewisham,261,Liquid ,2022-01-10 11:00:00
255,2022-01-10 11:00:00,Lewisham,269,Bar ,2022-01-10 11:00:00
256,2022-01-10 11:00:00,Lewisham,270,Bar ,2022-01-10 12:00:00
257,2022-01-10 12:00:00,Lewisham,251,Liquid ,2022-01-10 12:00:00
258,2022-01-10 12:00:00,Lewisham,262,Bar ,2022-01-10 12:00:00
259,2022-01-10 12:00:00,Lewisham,271,Bar ,2022-01-10 12:00:00
260,2022-01-10 12:00:00,Lewisham,272,Liquid ,2022-01-10 13:00:00
261,2022-01-10 13:00:00,Lewisham,252,Liquid ,2022-01-10 13:00:00
262,2022-01-10 13:00:00,Lewisham,263,Liquid ,2022-01-10 13:00:00
263,2022-01-10 13:00:00,Lewisham,273,Liquid ,2022-01-10 14:00:00
264,2022-01-10 14:00:00,Lewisham,253,Bar ,2022-01-10 14:00:00
265,2022-01-10 14:00:00,Lewisham,264,Bar ,2022-01-10 14:00:00
266,2022-01-10 14:00:00,Lewisham,265,Liquid ,2022-01-10 14:00:00
267,2022-01-10 14:00:00,Lewisham,274,Bar ,2022-01-10 15:00:00
268,2022-01-10 15:00:00,Lewisham,254,Liquid ,2022-01-10 15:00:00
269,2022-01-10 15:00:00,Lewisham,266,Liquid ,2022-01-10 15:00:00
270,2022-01-10 15:00:00,Lewisham,275,Liquid ,2022-01-10 15:00:00
271,2022-01-10 15:00:00,Lewisham,276,Liquid ,2022-01-10 16:00:00
272,2022-01-10 16:00:00,Lewisham,267,Bar ,2022-01-10 17:00:00
273,2022-01-10 17:00:00,Lewisham,255,Liquid ,2022-01-10 17:00:00
274,2022-01-10 17:00:00,Lewisham,256,Bar ,2022-01-10 17:00:00
275,2022-01-10 17:00:00,Lewisham,257,Bar ,2022-01-11 09:00:00
276,2022-01-11 09:00:00,Lewisham,277,Liquid ,2022-01-11 09:00:00
277,2022-01-11 09:00:00,Lewisham,278,Liquid ,2022-01-11 09:00:00
278,2022-01-11 09:00:00,Lewisham,289,Liquid ,2022-01-11 10:00:00
279,2022-01-11 10:00:00,Lewisham,290,Bar ,2022-01-11 10:00:00
280,2022-01-11 10:00:00,Lewisham,291,Bar ,2022-01-11 10:00:00
281,2022-01-11 10:00:00,Lewisham,292,Bar ,2022-01-11 10:00:00
282,2022-01-11 10:00:00,Lewisham,305,Liquid ,2022-01-11 11:00:00
283,2022-01-11 11:00:00,Lewisham,279,Liquid ,2022-01-11 11:00:00
284,2022-01-11 11:00:00,Lewisham,280,Bar ,2022-01-11 11:00:00
285,2022-01-11 11:00:00,Lewisham,281,Liquid ,2022-01-11 11:00:00
286,2022-01-11 11:00:00,Lewisham,293,Bar ,2022-01-11 11:00:00
287,2022-01-11 11:00:00,Lewisham,306,Liquid ,2022-01-11 11:00:00
288,2022-01-11 11:00:00,Lewisham,307,Bar ,2022-01-11 12:00:00
289,2022-01-11 12:00:00,Lewisham,282,Liquid ,2022-01-11 12:00:00
290,2022-01-11 12:00:00,Lewisham,294,Bar ,2022-01-11 12:00:00
291,2022-01-11 12:00:00,Lewisham,308,Liquid ,2022-01-11 12:00:00
292,2022-01-11 12:00:00,Lewisham,309,Liquid ,2022-01-11 12:00:00
293,2022-01-11 12:00:00,Lewisham,310,Liquid ,2022-01-11 13:00:00
294,2022-01-11 13:00:00,Lewisham,283,Bar ,2022-01-11 13:00:00
295,2022-01-11 13:00:00,Lewisham,284,Liquid ,2022-01-11 13:00:00
296,2022-01-11 13:00:00,Lewisham,295,Liquid ,2022-01-11 13:00:00
297,2022-01-11 13:00:00,Lewisham,296,Liquid ,2022-01-11 13:00:00
298,2022-01-11 13:00:00,Lewisham,311,Liquid ,2022-01-11 14:00:00
299,2022-01-11 14:00:00,Lewisham,285,Liquid ,2022-01-11 14:00:00
300,2022-01-11 14:00:00,Lewisham,297,Liquid ,2022-01-11 14:00:00
301,2022-01-11 14:00:00,Lewisham,312,Bar ,2022-01-11 15:00:00
302,2022-01-11 15:00:00,Lewisham,286,Liquid ,2022-01-11 15:00:00
303,2022-01-11 15:00:00,Lewisham,298,Liquid ,2022-01-11 15:00:00
304,2022-01-11 15:00:00,Lewisham,299,Bar ,2022-01-11 15:00:00
305,2022-01-11 15:00:00,Lewisham,300,Bar ,2022-01-11 15:00:00
306,2022-01-11 15:00:00,Lewisham,313,Liquid ,2022-01-11 16:00:00
307,2022-01-11 16:00:00,Lewisham,287,Liquid ,2022-01-11 16:00:00
308,2022-01-11 16:00:00,Lewisham,301,Liquid ,2022-01-11 16:00:00
309,2022-01-11 16:00:00,Lewisham,302,Liquid ,2022-01-11 17:00:00
310,2022-01-11 17:00:00,Lewisham,288,Liquid ,2022-01-11 17:00:00
311,2022-01-11 17:00:00,Lewisham,303,Bar ,2022-01-11 17:00:00
312,2022-01-11 17:00:00,Lewisham,304,Liquid ,2022-01-12 09:00:00
313,2022-01-12 09:00:00,Lewisham,325,Liquid ,2022-01-12 09:00:00
314,2022-01-12 09:00:00,Lewisham,326,Bar ,2022-01-12 10:00:00
315,2022-01-12 10:00:00,Lewisham,314,Liquid ,2022-01-12 10:00:00
316,2022-01-12 10:00:00,Lewisham,315,Bar ,2022-01-12 10:00:00
317,2022-01-12 10:00:00,Lewisham,316,Liquid ,2022-01-12 10:00:00
318,2022-01-12 10:00:00,Lewisham,327,Liquid ,2022-01-12 10:00:00
319,2022-01-12 10:00:00,Lewisham,338,Bar ,2022-01-12 10:00:00
320,2022-01-12 10:00:00,Lewisham,339,Bar ,2022-01-12 10:00:00
321,2022-01-12 10:00:00,Lewisham,340,Liquid ,2022-01-12 11:00:00
322,2022-01-12 11:00:00,Lewisham,317,Liquid ,2022-01-12 11:00:00
323,2022-01-12 11:00:00,Lewisham,328,Liquid ,2022-01-12 11:00:00
324,2022-01-12 11:00:00,Lewisham,329,Bar ,2022-01-12 12:00:00
325,2022-01-12 12:00:00,Lewisham,318,Liquid ,2022-01-12 12:00:00
326,2022-01-12 12:00:00,Lewisham,330,Liquid ,2022-01-12 12:00:00
327,2022-01-12 12:00:00,Lewisham,341,Bar ,2022-01-12 12:00:00
328,2022-01-12 12:00:00,Lewisham,342,Liquid ,2022-01-12 13:00:00
329,2022-01-12 13:00:00,Lewisham,319,Bar ,2022-01-12 13:00:00
330,2022-01-12 13:00:00,Lewisham,320,Bar ,2022-01-12 13:00:00
331,2022-01-12 13:00:00,Lewisham,331,Liquid ,2022-01-12 13:00:00
332,2022-01-12 13:00:00,Lewisham,343,Liquid ,2022-01-12 14:00:00
333,2022-01-12 14:00:00,Lewisham,321,Liquid ,2022-01-12 14:00:00
